time,id,len,x_point,y_point,x_speed,y_speed
00:02:57,4,4.40,100.864,5.056,69.48,0
00:03:37,6,4.40,100.16,9.024,124.2,0
00:03:40,8,4.40,100.928,10.368,69.84,0
00:03:40,7,7.00,100.608,3.072,70.92,0
00:03:45,10,4.40,100.608,10.88,85.32,0
00:04:39,13,4.40,100.608,11.904,124.2,0
00:04:39,12,4.40,100.928,6.656,107.28,0
00:04:44,14,5.00,100.48,11.136,117,0
00:04:49,16,4.40,100.608,9.6,108.72,0
00:06:17,20,8.60,100.928,3.648,76.32,0
00:06:38,27,3.20,100.544,20.416,-95.76,1.44
00:06:38,24,8.60,100.224,19.2,-95.76,2.16
00:07:04,37,5.00,100.8,7.168,100.8,0
00:07:46,41,6.40,100.928,23.04,-76.32,1.8
00:07:53,42,5.40,100.416,6.464,116.28,0
00:08:08,43,8.60,100.032,19.456,-80.64,0.36
00:09:45,53,3.00,100.224,6.08,60.48,0
00:09:54,55,4.40,100.352,22.72,-74.88,0.36
00:10:26,60,5.60,100.736,-1.472,68.76,-0.36
00:10:47,61,6.00,100.224,2.624,71.64,0
00:12:09,64,6.00,100.544,6.528,81.72,0
00:13:46,67,4.40,100.544,22.528,-79.2,2.88
00:14:17,69,7.40,100.096,6.08,90.72,0
00:15:04,74,8.60,100.608,20.8,-82.44,-0.72
00:17:26,78,8.40,100.672,6.272,88.2,0
00:17:38,80,4.40,100.48,23.616,-73.08,-0.72
00:18:50,82,5.40,100.928,9.792,106.2,0
00:18:55,83,4.40,100.544,9.728,110.52,0
00:21:38,84,7.00,100.928,5.824,99.36,0
00:21:54,85,4.40,100.544,19.328,-82.08,-0.72
00:22:14,86,4.40,100.8,10.24,124.2,0
00:22:31,87,6.00,100.288,8,104.04,0
00:22:50,89,8.60,100.288,3.2,72,0
00:23:07,90,4.60,100.416,3.136,85.32,0
00:23:31,93,5.00,100.224,6.72,118.8,0
00:24:31,99,4.40,100.16,6.4,105.12,0
00:26:59,104,1.00,100.544,6.656,89.28,0
00:27:29,110,8.60,100.16,3.136,80.64,0
00:28:14,128,8.60,100.416,23.68,-79.2,1.44
00:28:47,131,4.40,100.736,10.688,113.76,0
00:29:31,132,4.40,100.8,24.96,-81.36,-3.6
00:31:24,134,5.00,100.416,3.136,96.12,0
00:31:28,135,8.40,100.416,3.072,97.56,0
00:31:43,136,4.40,100.672,20.352,-74.88,1.08
00:35:13,143,5.00,100.8,6.4,137.16,0
00:37:19,145,5.00,100.224,19.776,-69.48,1.08
00:38:12,146,3.00,100.352,6.656,90.36,0
00:40:05,150,9.40,100.608,2.496,79.92,0
00:42:25,157,6.00,100.352,5.888,87.12,0
00:42:32,159,5.00,100.992,6.976,99.72,0
00:42:39,160,5.00,100.032,10.176,106.92,0
00:42:48,162,4.40,100.992,19.648,-89.64,0.72
00:43:58,165,8.60,100.032,24.064,-73.44,0.72
00:44:10,166,8.60,100.8,23.616,-66.96,0.36
00:44:19,167,6.00,100.992,24.128,-83.16,0.36
00:44:46,168,8.60,100.48,27.584,-85.32,-3.96
00:45:09,171,11.00,100.352,5.824,79.2,0
00:46:13,173,11.40,100.48,3.264,73.8,0
00:46:46,174,4.40,100.352,-1.856,79.56,-0.72
00:47:10,175,8.60,100.288,24.128,-92.16,0
00:48:26,177,5.40,100.16,7.04,90.36,0
00:48:56,179,4.40,100.544,23.104,-80.64,-2.16
00:49:51,180,6.00,100.096,4.544,77.4,0
00:50:23,182,4.40,100.416,-1.408,81,0.72
00:54:07,189,4.40,100.48,10.432,157.32,0
00:54:39,192,8.60,100.672,21.888,-74.16,0
00:55:16,195,12.40,100.672,3.52,69.84,0
00:59:06,200,8.60,100.032,2.752,57.6,0
00:59:12,201,9.40,100.352,3.008,73.8,0
01:00:12,206,6.00,100.8,9.088,107.28,0
