time,id,len,x_point,y_point,x_speed,y_speed
00:01:06,5,8.60,100.48,19.776,-70.56,0.72
00:01:09,6,5.40,100.736,10.304,109.08,0
00:01:46,8,8.60,100.224,7.296,91.44,0
00:02:22,11,4.40,100.096,10.304,98.64,0
00:02:28,13,6.00,100.224,2.88,68.4,0
00:03:35,14,6.00,100.8,6.464,72,0
00:03:41,15,4.40,100.032,9.6,105.84,0
00:03:55,16,4.40,100.288,6.08,80.64,0
00:08:51,21,3.20,45.632,10.432,132.84,0
00:10:16,26,8.60,100.992,22.016,-50.04,-0.36
00:11:04,29,4.40,100.608,2.56,73.44,0
00:11:11,32,8.40,100.928,6.144,92.16,0
00:12:11,37,8.60,100.608,19.968,-79.92,2.52
00:12:59,41,4.40,100.096,8.704,76.32,0
00:12:59,40,10.00,100.8,2.56,77.76,0
00:13:05,42,4.40,100.864,11.968,114.48,0
00:13:18,45,5.00,100.032,6.336,92.88,0
00:13:33,48,8.60,100.416,23.104,-69.84,1.8
00:13:39,50,8.60,100.992,19.264,-85.32,3.6
00:15:03,54,6.00,100.416,4.544,76.68,0
00:15:03,55,8.60,100.992,2.112,78.12,0
00:15:05,56,4.40,100.416,18.88,-72.72,1.08
00:15:50,61,5.00,100.288,5.888,84.24,0
00:16:24,63,6.00,100.608,7.04,79.56,0
00:16:46,67,4.40,100.736,11.136,74.16,0
00:16:46,65,9.00,100.736,2.176,73.8,0
00:16:53,68,6.00,100.096,2.176,79.2,0
00:19:02,74,4.40,100.096,10.176,114.48,0
00:19:25,80,10.40,100.544,5.888,78.84,0
00:19:51,82,4.40,100.416,22.144,-46.8,0
00:19:58,87,4.40,100.352,7.232,60.48,0
00:19:59,86,8.60,100.096,2.368,61.56,0
00:20:16,88,8.60,100.288,20.224,-75.96,1.44
00:21:08,93,4.40,100.736,7.296,139.32,0
00:21:11,94,5.40,100.736,9.024,107.28,0
00:21:46,98,8.60,100.608,20.288,-80.28,0.36
00:22:06,101,8.60,100.224,19.52,-68.76,2.16
00:22:57,104,5.00,100.864,6.72,122.04,0
00:22:57,103,8.60,100.288,19.584,-87.12,2.16
00:25:20,107,4.40,100.416,9.664,123.12,0
00:26:30,112,5.00,100.224,11.072,117.36,0
00:26:53,113,2.60,100.416,2.752,77.76,0
00:26:55,114,5.00,100.096,10.688,108.36,0
00:28:43,121,8.60,100.288,2.816,69.84,0
00:28:52,122,12.00,100.16,2.624,52.2,0
00:28:53,123,4.40,100.224,19.136,-72.72,0
00:29:14,125,4.40,100.672,3.2,98.64,0
00:29:24,126,4.40,100.544,-2.048,68.4,-1.08
00:29:54,128,8.60,100.096,2.688,72.36,0
00:30:35,131,4.40,100.352,22.912,-78.12,0.36
00:30:41,132,10.00,100.352,2.624,74.52,0
00:30:57,133,9.00,100.544,3.52,61.56,0
00:31:29,137,4.40,100.032,10.24,81.72,0
00:32:44,139,4.40,100.352,10.048,111.6,0
00:33:14,140,7.40,100.16,6.144,79.56,0
00:34:21,141,6.00,100.352,9.536,113.4,0
00:35:52,145,4.40,100.224,9.984,123.12,0
00:36:11,147,8.60,100.416,2.304,74.88,0
00:36:54,151,7.00,100.8,5.824,69.12,0
00:37:15,153,4.40,100.288,7.04,112.68,0
00:37:24,154,7.00,100.48,6.528,118.44,0
00:37:30,155,4.20,100.16,3.264,66.24,0
00:37:56,157,8.40,100.992,6.656,100.44,0
00:38:45,160,8.60,100.736,18.624,-71.64,1.8
00:38:51,163,8.60,100.352,24.704,-85.68,-1.8
00:39:52,164,2.40,100.608,2.752,73.08,0
00:40:43,166,5.00,100.096,6.208,112.68,0
00:42:07,170,5.00,100.928,9.92,77.04,0
00:42:59,171,8.60,100.096,2.624,72.72,0
00:43:08,172,4.40,100.736,11.072,119.88,0
00:43:41,173,3.00,100.736,6.208,74.16,0
