time,id,len,x_point,y_point,x_speed,y_speed
00:00:06,1,8.60,100.16,19.072,-79.56,2.16
00:00:19,3,10.40,100.288,3.2,71.64,0
00:00:35,4,6.00,100.608,6.4,78.84,0
00:01:23,11,4.40,100.672,6.336,117.36,0
00:01:52,16,8.60,100.544,2.048,78.84,0
00:01:52,19,8.60,100.736,23.616,-68.04,1.8
00:02:15,20,4.40,100.416,9.664,113.76,0
00:02:19,21,1.40,100.288,6.144,75.24,0
00:03:54,27,12.40,100.48,2.56,80.64,0
00:03:59,31,8.60,100.48,2.752,72.36,0
00:04:26,39,5.00,100.224,6.848,111.96,0
00:04:29,41,6.40,100.864,23.68,-99,-0.72
00:04:30,40,4.40,100.288,18.304,-81,-2.16
00:04:59,46,11.00,100.864,2.752,68.76,0
00:05:13,48,5.40,100.672,6.144,86.76,0
00:05:25,49,6.00,100.096,6.4,84.6,0
00:06:41,59,3.20,45.12,27.904,-77.4,0
00:07:26,64,4.40,100.48,18.048,-86.04,-0.36
00:07:29,65,4.40,100.8,9.472,85.68,0
00:08:04,69,4.40,100.416,9.664,68.4,0
00:08:04,67,11.00,100.928,2.304,69.12,0
00:08:04,68,6.00,100.8,6.784,82.44,0
00:08:17,70,5.00,100.8,23.424,-73.08,-1.44
00:09:17,73,6.00,100.544,3.008,82.08,0
00:09:19,74,4.40,100.288,10.112,86.76,0
00:09:56,79,2.60,100.8,6.208,78.12,0
00:09:58,78,8.60,100.288,22.592,-77.4,2.16
00:10:20,81,1.40,100.288,6.016,71.28,0
00:10:32,83,4.00,100.864,1.92,84.96,0
00:10:45,84,6.40,100.224,6.464,95.4,0
00:10:52,87,7.40,100.736,6.4,102.6,0
00:10:56,86,6.00,100.416,22.912,-83.52,-0.72
00:10:59,89,4.40,100.096,10.048,102.96,0
00:11:16,92,5.00,100.032,18.56,-74.16,0.36
00:11:55,93,5.00,100.8,19.648,-88.2,2.16
00:12:08,94,9.00,100.096,2.624,66.6,0
00:12:39,100,5.00,100.736,11.264,138.24,0
