time,id,len,x_point,y_point,x_speed,y_speed
08:46:39,2,7.40,100.288,6.208,74.88,0
08:46:43,3,6.00,100.736,2.624,68.04,0
08:46:47,6,4.40,100.736,7.168,70.56,0
08:47:13,9,4.40,100.16,6.784,86.04,0
08:47:26,10,5.00,100.416,14.528,-75.6,0
08:47:58,11,8.60,100.736,2.624,61.56,0
08:48:08,13,5.00,100.8,5.632,137.88,0
08:48:28,18,5.00,100.992,7.296,94.68,0
08:48:55,20,7.40,100.864,6.336,100.44,0
08:49:16,21,8.60,100.288,15.424,-85.32,0.36
08:49:39,25,5.00,100.672,2.688,69.12,0
08:49:42,26,6.00,100.864,6.784,113.04,0
08:49:46,27,4.40,100.416,9.024,128.16,0
08:50:18,34,4.40,100.096,12.864,81,0
08:50:18,33,1.40,100.352,2.368,81.72,0
08:50:48,35,4.40,100.352,10.56,133.56,0
08:50:52,36,6.00,100.224,6.336,101.52,0
08:51:13,40,4.40,100.672,11.072,68.4,0
08:51:13,38,6.00,100.416,2.944,69.12,0
08:51:59,50,8.60,100.352,3.136,99.72,0
08:52:02,52,5.00,100.8,6.528,118.8,0
08:53:12,56,4.40,100.864,6.528,113.04,0
08:53:32,57,8.60,100.352,2.112,64.08,0
08:54:09,62,8.60,100.032,2.624,75.96,0
08:54:35,63,5.00,100.864,7.68,139.68,0
08:54:47,65,8.60,100.8,15.36,-73.8,0.36
08:54:54,67,5.60,100.928,3.008,67.32,0
08:55:18,71,8.00,100.48,2.496,61.2,0
08:55:59,78,4.40,100.672,6.464,122.4,0
08:56:09,79,8.00,100.032,6.336,114.84,0
08:56:46,80,5.00,100.16,16.576,-81,0.36
08:56:53,81,5.00,100.416,3.008,93.24,0
08:56:59,82,4.40,100.096,6.144,105.12,0
08:57:37,85,8.60,100.608,15.168,-57.6,0
08:57:37,87,7.40,100.224,3.904,108,0
08:57:54,92,4.40,100.416,10.688,117.36,0
08:57:56,93,5.00,100.416,6.016,82.8,0
08:58:00,91,8.60,100.928,15.552,-60.48,0.36
08:58:20,103,3.20,100.096,15.104,-71.64,-0.36
08:58:23,102,5.40,100.992,15.616,-72.36,0.72
08:58:31,107,2.60,100.992,2.432,81.72,0
09:00:04,111,7.40,100.352,5.632,96.84,0
09:01:34,114,5.40,100.992,17.28,-70.2,0.36
09:02:27,116,4.40,100.16,15.168,-63.72,0
09:02:31,117,7.40,100.672,6.272,111.24,0
09:03:19,120,5.40,100.928,6.528,105.12,0
09:03:32,121,6.00,100.864,6.528,104.76,0
09:03:37,123,4.40,100.864,6.656,112.68,0
09:04:15,130,4.40,100.032,10.944,120.24,0
09:04:20,132,6.00,100.672,6.08,123.12,0
09:05:13,138,1.40,100.992,6.08,87.84,0
09:05:23,140,8.60,100.16,15.616,-78.84,-0.36
09:05:29,142,5.40,100.224,15.232,-69.84,0.36
09:05:56,144,9.00,100.096,3.008,83.52,0
09:06:13,146,1.20,100.416,2.304,42.12,0
09:06:41,150,8.60,100.672,15.104,-70.56,0
09:06:43,151,5.00,100.8,6.4,100.8,0
09:06:45,153,4.40,100.224,10.176,166.68,0
09:07:07,159,9.00,100.224,2.24,74.52,0
09:07:17,163,6.00,100.736,15.168,-72.72,0.36
09:07:20,167,8.40,100.992,6.016,98.64,0
09:07:30,171,6.00,100.608,2.624,83.88,0
09:07:35,174,5.00,100.48,6.336,116.28,0
09:07:44,177,5.00,100.288,6.464,127.08,0
09:08:37,184,4.60,100.032,2.048,66.6,0
09:08:49,186,4.40,100.096,10.048,127.44,0
09:09:08,188,4.60,100.48,2.496,78.12,0
09:09:36,193,11.00,100.544,2.496,83.88,0
09:10:57,198,5.00,100.032,8.512,119.16,0
09:10:58,200,4.40,100.544,12.608,75.24,0
09:10:58,199,8.60,100.672,2.176,75.96,0
09:11:21,202,8.60,100.736,15.68,-74.88,0.72
09:11:39,203,4.40,100.864,10.24,110.16,0
09:11:47,205,8.60,100.544,16.192,-66.6,0
09:11:56,207,1.20,100.8,6.464,93.6,0
09:12:20,209,7.00,100.992,6.08,79.2,0
09:12:51,213,5.00,100.288,3.136,75.96,0
09:12:54,215,5.00,100.864,7.296,104.76,0
09:12:59,216,4.40,100.992,6.976,105.48,0
09:13:32,218,12.40,100.992,3.264,69.84,0
09:13:53,219,7.40,100.864,6.592,98.28,0
09:14:29,223,8.60,100.224,3.072,60.84,0
09:14:44,225,4.40,100.416,6.912,119.88,0
09:14:49,227,4.40,100.928,11.456,144,0
09:15:28,233,8.60,100.736,5.376,91.08,0
09:15:35,234,5.00,100.928,7.232,117.36,0
09:15:47,235,5.00,100.416,3.392,115.2,0
09:15:53,236,4.40,100.928,10.176,120.24,0
09:16:00,239,6.40,100.928,7.04,111.24,0
09:16:10,244,5.00,100.224,9.984,119.16,0
09:16:20,241,8.60,100.48,15.296,-49.68,0
09:16:29,245,5.00,100.608,6.72,151.56,0
09:16:42,246,5.00,100.096,10.432,102.24,0
09:17:05,248,11.40,100.992,3.136,85.32,0
09:17:18,250,8.60,100.864,2.432,81.72,0
09:17:55,258,5.40,100.672,9.984,136.44,0
09:18:15,260,6.00,100.288,6.912,99.72,0
09:18:16,261,6.40,100.032,3.2,87.84,0
09:18:53,266,4.40,100.032,6.208,65.88,0
09:19:02,267,4.40,100.288,15.936,-74.16,0.72
09:19:04,268,9.40,100.032,3.136,85.68,0
09:19:12,269,7.40,100.48,6.016,97.92,0
09:19:17,272,5.40,100.416,8.768,120.96,0
09:19:20,274,4.40,100.288,9.856,122.04,0
09:19:28,273,8.60,100.864,15.616,-72.72,0
09:19:31,279,4.40,100.032,6.336,111.96,0
09:19:41,282,4.40,100.992,10.816,82.8,0
09:19:41,281,6.00,100.8,3.072,83.88,0
09:19:54,286,8.60,100.736,6.656,84.6,0
09:20:01,287,5.00,100.608,15.616,-65.88,0.72
09:20:09,290,9.00,100.416,2.496,73.44,0
09:20:13,291,8.40,100.48,6.208,87.12,0
09:20:29,301,5.00,100.608,15.552,-68.76,-0.36
09:20:55,302,6.00,100.416,2.88,74.16,0
09:21:01,303,6.40,100.672,6.656,100.08,0
09:21:21,307,4.40,100.8,10.944,125.64,0
09:21:27,308,4.40,100.288,10.624,141.48,0
09:21:34,310,6.00,100.288,3.072,75.24,0
09:22:10,313,7.00,100.16,5.824,114.84,0
09:22:50,317,8.40,100.544,3.136,91.44,0
09:22:52,318,4.40,100.032,6.656,99.36,0
09:23:12,322,4.40,100.288,9.472,127.08,0
09:23:39,327,3.20,100.352,9.28,71.28,0
09:23:44,328,5.40,100.288,6.72,95.04,0
09:23:45,329,4.40,100.864,6.208,94.32,0
09:24:06,330,7.40,100.352,3.2,97.2,0
09:24:20,333,4.40,100.672,9.152,125.28,0
09:24:32,334,5.40,100.16,6.912,128.52,0
09:25:01,337,8.60,100.48,2.432,97.2,0
09:25:02,336,8.60,100.032,6.528,58.32,0
09:25:09,339,4.40,100.352,7.168,91.08,0
09:25:20,343,4.40,100.8,5.504,106.92,0
09:25:36,347,8.00,100.736,6.4,97.56,0
09:25:47,349,5.00,100.8,6.272,134.28,0
09:26:23,352,8.60,100.544,15.104,-79.2,0
09:26:33,353,7.00,100.48,6.208,92.88,0
09:26:43,356,4.40,100.096,10.624,126.36,0
09:27:10,358,8.60,100.928,14.976,-84.6,0
09:27:18,360,8.60,100.864,14.336,-83.52,0
09:27:24,361,2.40,100.8,3.136,88.92,0
09:27:51,365,8.60,100.352,14.208,-75.24,0
09:28:19,370,4.40,100.224,6.976,103.68,0
09:29:51,371,4.40,100.736,7.744,154.8,0
09:30:00,374,4.40,100.096,10.304,147.6,0
09:30:33,377,5.40,100.352,3.392,82.44,0
09:30:41,379,4.40,100.608,5.44,99.36,0
09:31:10,381,5.40,100.224,7.744,155.16,0
09:31:12,382,5.00,100.224,10.816,119.16,0
09:31:23,384,5.00,100.032,6.528,104.76,0
09:31:42,387,1.20,100.224,5.888,91.8,0
09:32:01,388,7.00,100.224,7.36,99.36,0
09:32:12,393,5.00,100.16,12.096,114.48,0
09:32:18,394,5.40,100.416,10.432,122.04,0
09:33:01,397,9.40,100.928,3.072,87.84,0
09:33:06,398,6.00,100.736,14.144,-74.88,0
09:33:17,399,4.40,100.416,9.536,119.88,0
09:33:27,402,4.40,100.608,15.552,-72.36,0.36
09:34:40,408,5.00,100.16,10.56,104.04,0
09:35:05,409,4.40,100.8,10.24,158.04,0
09:35:14,411,4.40,100.608,2.688,87.12,0
09:35:30,413,8.60,100.288,14.976,-68.4,0
09:35:36,415,3.00,100.928,6.464,78.12,0
09:35:46,418,5.40,100.288,6.208,119.88,0
09:35:48,419,7.40,100.032,12.096,101.16,0
09:35:54,423,5.40,100.928,16.192,-78.12,0.36
09:35:55,422,12.00,100.224,2.624,81.36,0
