time,id,len,x_point,y_point,x_speed,y_speed
00:02:12,3,5.00,100.544,25.408,-55.44,-0.72
00:02:46,4,7.00,100.416,6.4,86.04,0
00:04:51,6,4.40,100.736,19.072,-79.92,2.88
00:06:26,7,5.40,100.544,22.912,-70.2,-2.16
00:06:26,8,4.40,100.288,6.336,115.56,0
00:06:33,9,8.60,100.352,19.264,-70.92,0
00:06:59,10,4.40,100.032,9.216,82.8,0
00:09:38,18,6.00,100.608,22.016,-68.04,0.36
00:10:03,20,5.00,100.736,21.76,-69.12,-1.44
00:13:25,25,4.60,100.864,6.272,79.2,0
00:13:27,26,8.60,100.096,19.072,-78.48,0
00:14:12,29,4.40,100.928,5.504,83.52,0
00:14:58,30,7.00,100.8,6.464,67.68,0
00:16:17,38,7.00,100.736,5.824,81.72,0
00:17:18,40,1.00,100.864,6.336,83.52,0
00:17:51,47,8.60,100.736,25.984,-59.04,0
00:20:35,55,5.00,100.48,12.288,89.28,0
00:20:36,54,4.40,100.16,5.888,52.92,0
00:21:38,62,4.40,100.352,20.992,-73.8,0
00:21:38,61,1.40,100.48,6.144,88.92,0
00:22:24,70,1.00,100.48,7.04,88.2,0
00:23:22,76,4.40,100.544,6.08,73.08,0
00:24:37,79,8.60,100.608,22.144,-68.4,0.36
00:24:44,81,4.40,100.224,9.728,108.72,0
00:26:26,84,5.00,100.8,9.216,88.2,0
00:26:54,85,5.00,100.544,6.336,95.04,0
00:27:06,86,4.40,100.032,9.024,118.08,0
00:27:06,87,4.40,100.032,13.952,117.72,0
00:28:55,89,8.60,100.032,3.456,69.84,0
00:28:55,90,5.40,100.096,9.088,89.64,0
00:29:04,91,4.40,100.032,10.24,115.2,0
00:29:09,93,4.40,100.032,3.008,68.04,0
00:30:11,99,5.00,100.224,7.104,67.68,0
00:30:19,101,2.60,100.864,3.52,70.2,0
00:30:35,104,4.40,100.288,9.152,98.64,0
00:30:49,105,6.00,100.736,6.912,76.32,0
00:31:06,110,6.00,100.352,3.264,81,0
00:32:20,116,7.00,100.864,2.688,63,0
00:33:14,117,4.40,100.928,6.336,117.36,0
00:34:11,118,5.00,100.736,7.168,85.68,0
00:34:56,120,8.40,100.672,9.6,77.04,0
00:34:57,119,6.00,100.352,2.56,60.12,0
00:35:41,127,4.40,100.096,-1.088,58.32,-0.36
00:36:01,128,11.40,100.224,6.592,90.36,0
00:38:19,132,8.40,100.672,3.072,49.68,0
00:38:21,133,5.00,100.864,23.872,-61.56,-0.36
00:40:05,138,6.00,100.672,3.008,88.92,0
00:40:22,139,4.40,100.032,7.68,96.48,0
00:41:54,144,5.00,100.8,7.488,79.2,0
00:43:08,148,5.00,100.928,8.64,92.16,0
00:43:11,150,8.40,100.736,6.848,68.04,0
00:43:27,151,4.40,100.096,10.304,98.64,0
00:43:58,152,4.40,100.416,8.128,58.32,0
00:44:46,154,4.40,100.864,4.288,66.6,0
00:47:23,167,4.40,100.48,7.68,90.72,0
00:49:28,171,4.60,100.672,3.584,71.64,0
00:49:55,175,4.40,100.672,6.848,73.08,0
00:52:24,181,2.40,100.224,6.784,73.08,0
00:52:27,182,1.20,100.8,6.656,77.4,0
00:53:02,189,4.60,100.352,6.144,57.96,0
00:53:28,195,4.40,100.096,12.992,65.88,0
00:53:28,194,6.00,100.16,3.072,66.6,0
00:53:54,196,4.20,100.928,6.848,73.8,0
00:55:01,197,4.40,100.864,21.632,-79.56,0
00:55:35,198,4.40,100.608,7.104,90.36,0
00:55:46,199,2.60,100.416,2.752,67.68,0
00:56:05,202,6.00,100.224,10.752,101.16,0
00:56:23,204,5.00,100.8,7.424,95.04,0
00:57:43,206,3.20,100.8,23.168,-66.24,0.36
00:58:49,212,4.00,100.288,4.096,73.44,0
00:59:23,218,3.20,100.544,20.992,-52.56,0
01:00:20,219,4.40,100.544,10.24,85.32,0
01:00:48,220,4.40,100.224,7.424,93.6,0
01:01:14,222,4.40,100.416,10.048,84.24,0
01:01:21,223,7.40,100.544,7.552,77.76,0
01:01:33,224,2.60,100.352,6.592,74.52,0
01:03:49,233,6.00,100.608,23.168,-44.28,0
01:04:21,234,8.60,100.992,20.48,-68.4,1.44
01:06:24,238,6.00,100.864,6.336,77.76,0
01:08:38,243,1.20,100.352,7.296,83.88,0
01:10:54,247,4.40,100.928,9.664,84.96,0
01:11:10,248,3.20,100.928,26.624,-81,0
01:12:19,250,4.40,100.352,6.528,101.52,0
01:12:54,252,8.00,100.032,19.584,-69.48,2.16
01:13:58,256,4.40,100.864,7.36,83.88,0
01:14:15,257,10.40,100.096,5.248,77.4,0
01:14:30,260,4.40,100.672,6.528,82.44,0
01:14:40,261,8.60,100.992,26.176,-89.64,0
01:16:03,270,4.40,100.096,9.216,60.48,0
01:16:03,269,7.00,100.224,4.16,60.48,0
01:18:32,280,4.40,100.224,19.84,-75.24,-1.8
01:19:15,282,4.40,100.352,4.928,55.8,0
01:19:59,293,5.00,100.416,8.96,110.16,0
01:20:21,295,4.40,100.096,11.84,68.4,0
01:20:21,294,4.40,100.032,3.392,69.84,0
01:20:34,297,8.60,100.928,6.08,68.76,0
01:20:57,301,3.00,100.864,3.904,70.56,0
01:22:34,304,4.40,100.48,7.872,95.76,0
01:24:36,310,7.00,100.416,21.248,-66.96,0.72
01:25:07,312,9.40,100.288,6.272,86.04,0
01:26:26,317,6.00,100.544,6.528,78.48,0
01:28:27,320,1.00,100.8,6.016,73.8,0
01:28:39,321,4.40,100.8,6.4,80.64,0
01:30:05,327,8.60,100.224,3.2,52.92,0
01:30:43,330,8.60,100.928,23.808,-73.44,1.08
01:30:43,331,4.40,100.224,22.72,-73.44,1.8
01:32:46,332,8.40,100.736,3.2,62.28,0
01:33:39,334,7.00,100.736,25.088,-71.64,-0.36
01:33:40,333,4.40,100.8,21.44,-72.72,1.44
01:34:53,336,4.40,100.16,6.528,78.48,0
01:36:14,342,4.40,100.416,9.856,60.84,0
01:36:14,340,1.00,100.288,2.624,61.92,0
01:38:13,348,4.40,100.096,19.584,-92.88,1.44
01:39:25,351,6.00,100.672,19.776,-68.4,-0.36
01:39:38,354,4.00,100.544,6.592,88.92,0
01:40:00,358,4.40,100.48,6.784,95.4,0
01:42:17,360,1.00,100.992,7.552,91.08,0
01:43:58,362,5.40,100.224,24.384,-69.84,0
01:44:58,363,8.60,100.544,19.008,-71.64,0
01:46:03,368,4.40,100.416,21.76,-76.32,0
01:48:15,372,6.00,100.608,6.08,88.92,0
01:52:07,374,4.40,100.992,12.736,98.28,0
01:54:03,377,4.40,100.288,3.904,88.56,0
01:57:13,388,8.60,100.8,23.616,-42.84,1.44
01:59:17,391,7.40,100.032,23.04,-62.28,1.8
02:00:09,392,8.40,100.352,6.656,89.64,0
02:00:57,395,1.20,100.48,6.464,78.84,0
02:01:51,397,3.20,100.224,17.28,-65.52,1.44
02:02:06,399,4.40,100.544,19.008,-74.52,1.08
02:02:17,402,8.60,100.16,21.056,-57.24,0
02:02:17,403,4.40,100.48,11.392,67.32,0
02:02:17,401,12.40,100.032,2.432,68.4,0
02:02:48,407,6.00,100.288,19.712,-52.56,0.72
02:02:50,408,5.00,100.992,6.592,109.44,0
02:02:53,410,5.40,100.288,9.088,104.4,0
