time,id,len,x_point,y_point,x_speed,y_speed
00:00:07,2,8.40,100.48,2.368,83.88,0
00:00:57,8,10.00,100.16,2.496,80.28,0
00:01:51,10,4.60,100.928,3.072,70.56,0
00:03:06,16,6.00,100.672,3.2,75.24,0
00:03:48,24,4.40,100.672,11.648,69.84,0
00:03:48,23,8.60,100.608,2.56,70.92,0
00:05:25,26,4.40,100.352,23.232,-73.08,-0.72
00:06:59,27,6.00,100.544,2.688,75.6,0
00:07:10,29,9.40,100.544,6.4,85.32,0
00:07:18,34,3.20,45.632,26.112,-86.76,0.72
00:07:18,31,4.40,100.352,9.792,117.36,0
00:07:21,32,8.60,100.16,2.368,65.52,0
00:07:34,38,5.00,100.864,6.144,118.44,0
00:09:05,42,8.60,100.48,18.368,-92.16,0
00:10:19,45,2.40,100.544,7.04,93.24,0
00:12:06,47,12.00,100.16,2.432,82.8,0
00:13:27,51,6.00,100.544,2.944,72.72,0
00:13:41,55,11.40,100.736,2.496,66.24,0
00:13:41,56,4.40,100.48,6.72,116.28,0
00:15:36,61,5.00,100.032,22.144,-75.6,-0.36
00:18:18,64,4.60,100.096,3.264,69.84,0
00:19:30,70,5.00,100.416,22.912,-84.24,0.72
00:19:43,71,5.00,100.928,2.752,99,0
00:19:53,72,6.00,100.224,22.976,-73.8,0.72
00:20:40,77,4.40,100.672,13.184,75.6,0
00:20:46,78,8.60,100.288,24.384,-73.08,-0.36
00:20:46,79,6.00,100.352,6.4,59.76,0
00:24:04,94,4.40,100.864,9.92,130.68,0
00:25:29,96,8.60,100.096,22.656,-72.36,1.44
00:26:07,97,5.00,100.736,6.912,96.12,0
00:26:30,101,4.40,100.032,6.528,86.76,0
00:26:42,103,7.40,100.288,2.944,81,0
00:28:49,105,8.40,100.352,6.336,55.44,0
00:29:07,107,5.00,100.928,5.248,70.2,0
00:29:09,108,4.40,100.288,9.6,110.52,0
00:29:09,109,6.40,100.672,24.96,-88.92,2.52
00:29:19,112,8.60,100.544,2.88,66.24,0
00:30:30,115,6.00,100.032,2.048,68.4,0
00:31:06,116,5.00,100.416,9.408,91.8,0
00:32:56,117,8.60,100.672,20.352,-76.32,1.44
00:33:43,120,8.60,100.224,1.92,69.84,0
00:33:53,121,4.40,100.544,25.28,-74.88,1.08
00:34:13,122,4.40,100.672,9.152,64.44,0
00:34:49,123,11.00,100.288,6.976,65.52,0
00:38:14,126,11.00,100.416,2.688,68.76,0
00:38:29,128,5.00,100.736,18.112,-72.36,0.36
00:39:13,130,4.40,100.16,9.28,93.6,0
00:48:23,135,4.40,100.544,8.64,69.12,0
00:49:57,138,4.40,100.288,7.04,61.2,0
00:52:46,144,8.40,100.032,7.104,61.56,0
00:53:52,146,8.60,100.032,25.92,-73.08,-0.72
00:54:18,147,4.40,100.288,23.04,-64.8,1.08
00:55:17,149,5.00,100.672,4.672,72,0
00:56:10,154,5.00,100.352,23.296,-73.44,2.88
00:56:22,155,4.40,100.416,25.6,-75.96,0
00:57:25,159,4.40,100.288,11.776,67.32,0
00:57:25,157,8.40,100.288,3.52,68.4,0
00:57:29,160,7.40,100.608,11.968,82.8,0
00:58:38,163,4.60,100.992,3.264,70.56,0
00:58:50,168,8.60,100.416,3.392,73.8,0
00:59:23,174,4.40,100.096,9.856,93.24,0
00:59:40,176,4.40,100.672,7.808,125.64,0
01:00:13,177,4.40,100.864,20.544,-64.08,0.36
01:00:43,178,9.00,100.032,3.52,72.36,0
01:00:46,179,4.40,100.032,10.368,107.64,0
01:02:46,180,4.40,100.352,5.312,59.04,0
01:03:02,184,4.40,100.48,12.224,93.24,0
01:03:57,188,4.40,100.608,23.488,-65.52,0
01:04:08,189,6.00,100.8,8.064,73.08,0
01:05:04,195,4.40,100.8,22.528,-66.6,0
01:05:10,196,8.40,100.48,3.968,80.64,0
01:05:33,200,4.40,100.8,9.344,128.52,0
01:05:41,201,4.40,100.48,9.472,102.24,0
01:06:52,204,4.00,100.352,3.648,65.16,0
01:07:51,210,6.40,100.16,6.656,77.76,0
01:10:11,211,4.40,100.736,4.608,71.64,0
01:11:56,212,4.40,100.672,6.976,119.88,0
01:13:56,215,4.40,100.416,6.208,70.92,0
01:16:16,218,4.40,100.032,5.76,87.48,0
01:19:05,225,4.40,100.288,10.56,93.24,0
01:19:32,227,8.60,100.224,22.4,-68.76,1.44
01:20:57,231,12.40,100.672,2.432,69.48,0
01:21:07,232,4.40,100.096,11.136,86.76,0
01:21:09,233,4.40,100.672,5.952,104.76,0
01:22:44,236,4.40,100.736,8.192,98.28,0
01:22:50,237,5.40,100.48,21.44,-73.44,0.36
01:22:55,239,5.40,100.992,19.264,-81.72,0.36
01:24:27,240,2.60,100.672,6.528,63,0
01:24:32,241,5.00,100.16,6.72,86.76,0
01:25:04,244,4.40,100.16,6.592,82.08,0
01:25:40,250,4.40,100.096,7.168,68.4,0
01:31:16,253,4.40,100.352,6.528,70.2,0
01:31:44,255,8.40,100.608,6.784,74.52,0
01:32:28,263,4.40,100.16,9.792,97.92,0
01:33:39,265,4.40,100.224,11.072,117,0
01:33:45,266,6.00,100.48,25.792,-44.64,1.8
01:34:38,271,4.40,100.672,10.688,83.16,0
01:36:20,277,6.00,100.544,7.36,73.8,0
01:36:41,279,8.60,100.032,2.944,68.4,0
01:36:58,280,8.40,100.416,6.208,79.56,0
01:37:01,282,4.40,100.16,23.808,-73.08,0.36
01:38:04,284,4.40,100.416,6.784,69.12,0
01:38:04,285,4.40,100.224,10.24,114.48,0
01:38:48,287,6.00,100.864,3.776,68.04,0
01:39:05,290,6.00,100.352,3.776,69.48,0
01:39:33,293,3.20,100.8,23.68,-61.92,0
01:40:02,294,2.40,100.736,7.808,82.08,0
01:40:41,297,8.40,100.032,7.168,73.8,0
01:41:30,299,4.40,100.672,3.328,83.16,0
01:43:32,305,8.40,100.544,6.592,71.64,0
01:46:18,308,2.60,100.416,3.52,69.84,0
01:46:46,310,7.40,100.288,2.624,73.08,0
01:50:12,321,8.60,100.608,6.912,67.32,0
01:50:19,323,3.00,100.608,7.04,76.32,0
01:51:11,328,8.60,100.864,22.336,-70.2,-0.36
01:51:15,331,6.00,100.224,6.4,66.96,0
01:54:07,332,8.60,100.8,24.832,-64.8,-1.44
01:54:39,336,4.40,100.288,6.592,77.04,0
01:55:51,341,8.60,100.544,20.224,-79.2,3.24
01:56:15,343,4.40,100.48,10.176,104.76,0
01:56:25,344,6.00,100.416,23.808,-74.16,-0.72
01:56:29,345,8.60,100.224,6.528,86.4,0
01:57:06,349,8.60,100.672,3.328,60.48,0
01:57:13,350,4.40,100.096,12.8,113.4,0
01:58:52,355,8.60,100.352,3.52,77.04,0
02:02:01,358,4.40,100.224,7.744,120.96,0
02:03:59,362,4.40,100.096,9.856,137.88,0
02:09:48,365,6.00,100.224,6.912,97.92,0
02:09:50,366,4.40,100.544,11.008,100.8,0
02:10:13,369,5.00,100.224,2.368,60.84,0
02:10:13,370,3.00,100.096,4.736,60.84,0
02:10:40,373,6.00,100.928,3.456,73.44,0
02:11:24,376,3.20,100.736,18.624,-82.08,0.36
02:12:14,380,4.40,100.8,2.944,71.28,0
02:13:11,382,6.00,100.608,2.944,71.28,0
02:14:51,388,8.60,100.032,21.504,-90.72,0
02:15:09,389,5.00,100.736,9.344,91.8,0
02:16:11,391,3.00,100.224,5.888,68.04,0
02:16:28,392,8.40,100.224,6.784,75.96,0
02:16:33,393,6.40,100.224,10.048,95.76,0
02:17:05,398,8.60,100.224,22.976,-73.44,1.44
02:18:22,399,8.60,100.736,19.2,-76.32,1.8
02:18:39,402,2.60,100.928,6.528,74.16,0
02:19:30,406,5.00,100.416,18.944,-74.16,-0.72
02:21:34,412,8.60,100.992,2.432,70.56,0
02:22:38,418,4.40,100.608,6.592,106.2,0
02:23:51,420,6.00,100.352,3.2,84.6,0
02:26:14,423,4.40,100.672,18.304,-80.64,2.52
02:26:38,424,5.00,100.48,6.08,112.68,0
02:27:21,426,12.40,100.288,5.376,78.12,0
02:28:31,431,9.00,100.928,6.08,77.76,0
02:28:47,433,6.40,100.736,3.712,64.08,0
02:28:59,436,5.00,100.608,15.936,-85.32,-0.72
02:29:01,438,6.00,100.672,20.096,-77.76,0.36
02:30:53,440,5.00,100.928,9.792,91.44,0
02:32:20,441,4.60,100.544,3.584,62.64,0
02:33:24,443,8.60,100.992,17.088,-59.4,1.08
02:34:02,444,1.00,100.48,3.584,73.8,0
02:37:35,449,8.60,100.736,19.456,-52.2,1.44
02:38:08,450,6.40,100.8,6.464,86.4,0
02:38:25,451,6.00,100.096,3.072,76.32,0
02:38:57,458,8.60,100.608,20.16,-81.72,2.88
02:40:09,463,9.40,100.928,5.952,84.24,0
02:43:15,466,4.40,100.992,20.352,-67.32,0.36
02:43:58,467,8.00,100.928,5.44,84.96,0
02:44:06,469,4.40,100.416,10.56,72,0
02:44:06,468,6.00,100.224,2.816,72.72,0
02:46:28,474,8.40,100.736,6.72,83.16,0
02:46:41,476,8.60,100.032,6.528,96.48,0
02:49:13,479,6.40,100.352,23.68,-75.96,0.36
02:50:51,480,8.40,100.864,5.44,76.68,0
02:50:51,481,5.00,100.736,2.496,78.12,0
02:52:13,484,8.60,100.032,23.232,-88.92,3.96
02:52:14,487,4.40,100.992,8.384,79.92,0
02:55:17,492,8.60,100.032,23.936,-73.44,2.16
02:57:55,499,4.40,100.8,10.368,74.52,0
02:57:55,496,8.60,100.992,3.456,75.24,0
02:58:33,503,4.40,100.352,9.856,102.6,0
03:01:10,508,4.40,100.736,7.168,117.72,0
03:02:19,509,8.60,100.864,22.912,-68.76,1.08
