time,id,len,x_point,y_point,x_speed,y_speed
00:00:00,1,4.40,100.736,10.944,106.92,0
00:00:15,8,4.40,100.16,7.616,109.44,0
00:00:15,5,10.40,100.928,3.072,75.6,0
00:00:21,11,5.40,100.352,5.76,113.76,0
00:00:22,12,4.40,100.992,9.664,116.28,0
00:00:31,13,5.00,100.096,9.984,113.76,0
00:00:45,19,5.00,100.032,6.4,95.76,0
00:00:46,22,4.40,100.544,10.752,96.12,0
00:00:47,21,6.00,100.096,2.752,67.32,0
00:00:48,24,4.40,100.8,7.04,100.44,0
00:00:49,25,5.00,100.736,10.752,93.96,0
00:00:50,26,7.40,100.352,2.944,89.64,0
00:00:51,27,4.40,100.864,6.912,102.96,0
00:00:53,28,4.40,100.928,7.68,103.32,0
00:00:57,31,5.00,100.288,10.624,104.04,0
00:01:03,36,4.40,100.608,10.176,111.96,0
00:01:07,34,5.40,100.544,18.752,-68.04,2.16
00:01:09,38,5.40,100.928,3.328,74.16,0
00:01:10,39,5.00,100.928,10.752,108,0
00:01:25,40,5.00,100.288,6.144,92.88,0
00:01:28,41,4.40,100.48,9.152,117,0
00:01:31,42,5.40,100.8,9.28,134.64,0
00:01:49,44,6.40,100.8,6.144,97.92,0
00:01:55,45,4.40,100.288,6.976,105.12,0
00:01:58,46,6.00,100.352,6.08,110.52,0
00:02:01,47,4.40,100.224,10.816,119.88,0
00:02:19,48,4.40,100.48,6.528,110.88,0
00:02:27,50,6.00,100.864,9.344,114.84,0
00:02:30,52,4.40,100.48,11.904,100.8,0
00:02:31,51,4.60,100.544,5.312,83.52,0
00:02:32,54,4.40,100.096,10.624,111.6,0
00:02:32,53,5.40,100.032,3.072,75.6,0
00:02:37,57,4.40,100.864,9.856,127.8,0
00:02:52,61,5.40,100.608,8.704,107.28,0
00:03:07,63,4.40,100.8,6.144,99,0
00:03:14,65,4.40,100.16,9.6,111.96,0
00:03:14,66,4.40,100.16,15.616,112.68,-3.24
00:03:16,67,4.40,100.672,7.36,102.96,0
00:03:16,70,4.40,100.544,9.472,105.48,0
00:03:18,68,4.40,100.352,3.648,110.16,0
00:03:18,69,4.40,100.352,9.664,102.6,0
00:03:30,72,5.00,100.352,9.856,103.32,0
00:03:35,73,6.40,100.544,5.76,126.36,0
