time,id,len,x_point,y_point,x_speed,y_speed
00:00:23,1,4.40,100.16,6.912,102.96,0
00:00:31,2,7.00,100.48,6.08,111.6,0
00:00:35,3,3.20,45.312,11.584,126.36,0
00:00:47,5,4.40,100.48,21.248,-67.32,0.72
00:01:00,7,4.40,100.48,9.792,139.68,0
00:01:07,8,1.00,100.672,2.176,74.52,0
00:01:12,9,4.40,100.48,10.496,109.08,0
00:01:28,10,8.60,100.224,2.432,79.2,0
00:01:49,11,4.40,100.672,6.272,104.4,0
00:02:40,15,11.40,100.864,6.144,74.16,0
00:03:21,22,6.00,100.032,6.016,103.68,0
00:03:26,23,4.40,100.224,10.112,112.68,0
00:03:28,24,5.00,100.928,5.696,122.04,0
00:03:56,25,5.40,100.8,6.656,113.4,0
00:04:11,28,5.00,100.736,6.272,104.04,0
00:04:11,29,4.40,100.672,9.856,92.52,0
00:04:22,30,7.40,100.224,23.552,-72.36,-2.88
00:04:54,31,4.40,100.16,6.976,99,0
00:04:59,32,4.40,100.288,7.808,132.48,0
00:05:37,36,4.40,100.608,20.48,-60.12,2.16
00:06:35,39,5.40,100.48,11.456,93.96,0
00:06:48,41,4.40,100.416,10.432,112.32,0
00:07:43,45,5.40,100.288,9.664,108.36,0
00:07:52,46,4.40,100.864,6.784,104.76,0
00:08:39,48,5.40,100.096,19.136,-67.32,0.72
00:08:51,50,8.00,100.16,6.272,84.24,0
00:10:06,52,10.00,100.544,6.272,64.8,0
00:10:38,56,8.60,100.48,22.72,-75.6,1.44
00:10:53,58,4.40,100.16,7.232,132.48,0
00:10:59,59,4.40,100.096,9.792,137.52,0
00:12:15,60,4.40,100.672,9.664,103.68,0
00:12:28,61,11.40,100.416,6.4,83.16,0
00:12:39,63,5.40,100.032,6.4,107.64,0
00:13:04,65,6.40,100.224,3.392,66.24,0
00:13:09,66,8.40,100.544,3.392,68.76,0
00:13:14,68,5.40,100.864,6.08,94.32,0
00:14:02,72,4.40,100.416,9.856,120.6,0
00:14:39,73,7.00,100.544,6.144,111.96,0
00:14:39,74,4.40,100.416,11.008,125.64,0
00:15:22,75,5.40,100.48,9.856,112.68,0
00:15:46,76,10.40,100.672,3.2,70.2,0
00:16:11,78,4.40,100.416,10.56,116.64,0
00:16:14,79,4.40,100.736,6.464,131.4,0
00:16:42,80,4.40,100.928,11.52,113.4,0
00:19:03,82,5.00,100.096,8.896,98.28,0
00:19:19,83,8.60,100.224,3.008,62.28,0
00:20:47,87,11.00,100.096,2.88,67.32,0
00:20:53,88,4.40,100.608,5.632,77.4,0
00:20:58,89,5.40,100.416,10.048,111.6,0
00:21:45,95,4.40,100.544,6.08,74.88,0
00:21:47,94,7.40,100.16,2.88,78.48,0
00:21:54,96,12.00,100.48,6.784,87.12,0
00:22:20,107,12.40,100.864,3.456,81,0
00:23:06,111,5.00,100.608,19.328,-71.64,1.44
00:23:43,112,4.40,100.224,12.8,108.72,0
00:23:54,113,4.00,100.48,6.4,79.92,0
00:25:14,114,5.00,100.416,7.04,90.72,0
00:25:33,117,4.40,100.224,10.944,114.48,0
