时间,15min交通量,15min上行外侧车道速度均值,15min上行外侧车道速度标准差,15min上行中间车道速度均值,15min上行中间车道速度标准差,15min上行内侧车道速度均值,15min上行内侧车道速度标准差,15min下行内侧车道速度均值,15min下行内侧车道速度标准差,15min下行中间车道速度均值,15min下行中间车道速度标准差,15min下行外侧车道速度均值,15min下行外侧车道速度标准差,15min上行速度均值,15min上行速度标准差,15min下行速度均值,15min下行速度标准差,15min 上行大型车数量,15min 上行中型车数量,15min 上行小型车数量,15min 下行大型车数量,15min 下行中型车数量,15min 下行小型车数量,分钟能见度m,降水天气现象,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数
2020-01-06 19:15,45,82.1664,16.35027262891968,102.48,11.712762270275958,97.38,13.14,-73.44,0.0,-84.6,13.674314608052573,nan,nan,89.19692307692307,17.659009199758625,-82.74,13.15752256315755,2,13,24,0,4,2,[20000.0],[0.0],[8.6],[55.0],[4.1],[36.0],[4.1],[36.0],[3.3],[16.0],[3.8],[3.0],[791.7],[13.8],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 19:30,52,80.3296551724138,13.738586606709566,99.96923076923078,9.911834776621998,104.85000000000001,22.33650599355235,-69.84,0.0,-77.90400000000001,5.017320400373089,nan,nan,88.01217391304348,17.099998209133325,-76.56,5.478101861046395,0,19,27,0,4,2,[20000.0],[0.0],[8.6],[54.0],[4.0],[16.0],[4.0],[16.0],[3.1],[21.0],[3.6],[4.0],[791.7],[13.7],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 19:45,49,82.16571428571427,16.401190598893255,102.65538461538459,17.27818037756764,89.49600000000001,33.4444456375046,-72.0,3.465486978766477,-79.30285714285715,10.079475204997692,nan,nan,89.93538461538462,21.776642608850647,-77.112,9.269283467453134,1,13,25,0,7,3,[20000.0],[0.0],[8.7],[54.0],[3.8],[47.0],[3.8],[47.0],[2.8],[41.0],[3.4],[8.0],[791.7],[13.7],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 20:00,35,83.34947368421052,15.206535116498678,107.208,23.805665208097,147.96,0.0,-71.64,0.0,-75.33,5.614009262550248,nan,nan,93.456,23.708781158043532,-74.592,5.233761171471237,1,9,20,0,3,2,[20000.0],[0.0],[8.7],[54.0],[3.7],[44.0],[3.7],[44.0],[2.5],[46.0],[3.3],[12.0],[791.6],[13.6],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 20:15,44,86.004,16.368285921256383,103.83999999999999,10.549236939229303,106.38,3.0600000000000023,-62.28,15.139986789954607,-75.16000000000001,13.380702522663002,nan,nan,91.7775,17.028070758309646,-71.94,14.922881759231359,0,9,23,0,7,5,[20000.0],[0.0],[8.871428571428572],[52.42857142857143],[1.9],[70.57142857142857],[1.9],[70.57142857142857],[1.385714285714286],[65.28571428571429],[2.4285714285714293],[39.714285714285715],[791.5857142857143],[13.4],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 20:30,31,91.10117647058824,13.063393794854626,108.87428571428573,12.360202098605322,73.8,0.0,-79.83,7.418861098578406,-85.68,8.639999999999993,nan,nan,95.3856,15.520461353967542,-81.78,8.317523669939266,1,7,17,0,4,2,[20000.0],[0.0],[9.253333333333332],[50.46666666666667],[1.7933333333333332],[56.06666666666667],[1.7933333333333332],[56.06666666666667],[1.3599999999999999],[60.93333333333333],[1.28],[60.333333333333336],[791.5066666666667],[12.813333333333333],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 20:45,34,90.52799999999999,16.804902141934658,109.32000000000001,19.084150491965843,nan,nan,-69.3,5.939999999999998,-81.72000000000001,6.126734262824912,nan,nan,95.89714285714287,19.43824633057631,-79.80923076923077,7.567755953881891,1,6,14,0,5,8,[20000.0],[0.0],[9.280000000000001],[49.666666666666664],[3.066666666666667],[45.13333333333333],[3.066666666666667],[45.13333333333333],[2.286666666666667],[49.0],[1.9666666666666663],[56.13333333333333],[791.6533333333335],[12.039999999999997],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 21:00,43,78.62823529411764,18.160672517767008,105.55199999999999,9.369410653824497,71.28,15.147831527977859,-66.96,23.05312126372479,-78.19999999999999,8.083365635674289,nan,nan,86.3651612903226,20.48734682218991,-75.39,14.3372068409436,0,9,22,0,5,7,[20000.0],[0.0],[9.41818181818182],[48.0],[4.1454545454545455],[41.63636363636363],[4.1454545454545455],[41.63636363636363],[3.4454545454545458],[39.63636363636363],[3.6727272727272724],[38.09090909090909],[791.9818181818183],[11.936363636363636],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 21:15,38,82.42200000000001,20.2342658873506,102.70285714285716,22.259958743567026,118.26,13.14,-76.41,7.743661924438595,-75.888,2.629725460955954,nan,nan,89.78896551724137,23.397902403012115,-76.12,5.528109984434104,1,9,19,0,4,5,[20000.0],[0.0],[9.269230769230772],[48.07692307692308],[3.576923076923077],[37.61538461538461],[3.576923076923077],[37.61538461538461],[3.007692307692307],[37.46153846153846],[3.3615384615384616],[40.15384615384615],[792.3153846153845],[11.646153846153847],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 21:30,37,80.06,12.838956343877797,115.92,16.099689437998485,91.56,19.4007010182622,-73.35,3.727130263352757,-79.32000000000001,8.245144025424903,nan,nan,89.30666666666667,20.59784670515073,-76.932,7.409443703814746,0,8,19,0,8,2,[20000.0],[0.0],[7.5],[56.0],[4.5],[5.0],[4.5],[5.0],[2.3],[15.0],[4.1],[41.0],[792.6],[10.2],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 21:45,57,79.2144,14.328716364001348,103.8375,15.189999794272545,89.73,16.480324632724926,-73.08,9.357230359460004,-82.13142857142857,6.0068043050513715,nan,nan,88.904,18.755190854800706,-78.36,8.80018181630357,1,17,27,0,9,3,[20000.0],[0.0],[7.8],[55.0],[3.9],[48.0],[3.9],[48.0],[3.6],[47.0],[3.4],[35.0],[792.6],[10.0],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 22:00,45,80.6544,15.930878213080407,110.088,14.803662249592158,63.36,12.959999999999997,-80.64,9.36,-70.74,13.937704258592946,nan,nan,87.6745945945946,20.995697190408375,-73.215,13.63722754081635,3,14,20,0,4,4,[20000.0],[0.0],[7.914285714285714],[54.285714285714285],[4.014285714285714],[50.142857142857146],[4.014285714285714],[50.142857142857146],[2.957142857142857],[49.42857142857143],[3.1714285714285713],[40.857142857142854],[792.5714285714286],[9.842857142857142],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 22:15,26,77.19428571428571,17.18099186987332,97.704,12.085709908813799,140.4,0.0,-70.74,3.4200000000000017,-72.45,13.971467353145124,nan,nan,85.482,21.894534386462755,-71.88,11.605309129876723,0,14,6,0,2,4,[20000.0],[0.0],[7.65],[54.5],[4.5],[50.0],[4.5],[50.0],[4.05],[50.0],[3.65],[44.5],[792.9],[9.149999999999999],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 22:30,38,80.14,14.229054782381015,112.41,11.753531384226614,76.86,12.780000000000001,-70.91999999999999,9.339207675172455,-79.62,8.01331392121886,nan,nan,89.12571428571428,19.971178416581697,-76.14,9.56984012405641,0,12,16,0,8,2,[20000.0],[0.0],[7.578571428571428],[54.785714285714285],[2.907142857142858],[69.21428571428571],[2.907142857142858],[69.21428571428571],[2.278571428571429],[68.14285714285714],[3.0857142857142854],[54.285714285714285],[793.1142857142858],[8.857142857142856],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 22:45,29,73.63384615384616,11.859099419991995,112.96799999999999,14.63992131126394,91.67999999999999,21.160189035072438,-75.87,5.243996567504602,-77.03999999999999,7.460777439382573,nan,nan,85.57714285714285,21.778729934296454,-76.455,6.474841696906575,0,12,9,0,6,2,[20000.0],[0.0],[7.493333333333334],[54.6],[1.2],[60.46666666666667],[1.2],[60.46666666666667],[0.7200000000000002],[58.53333333333333],[0.8600000000000001],[63.13333333333333],[793.4333333333333],[8.82],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 23:00,45,85.10727272727273,16.54777935714918,107.58,20.277958477124855,92.52000000000001,23.759999999999998,-72.51428571428572,5.936826610579227,-78.075,10.965882317442587,nan,nan,90.09600000000002,20.01158224628927,-75.48,9.395624513570134,0,8,22,0,4,11,[20000.0],[0.0],[7.093333333333335],[57.0],[1.4400000000000002],[154.2],[1.4400000000000002],[154.2],[0.8666666666666667],[155.26666666666668],[0.9266666666666665],[121.26666666666667],[793.693333333333],[8.173333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 23:15,29,80.1,10.865054072575985,102.52799999999999,20.589230583001395,nan,nan,-76.44,3.406816695978815,-76.24799999999999,7.6888449067463975,nan,nan,85.44000000000001,16.796571078645787,-76.32,6.4272855856885664,0,7,14,0,4,4,[20000.0],[0.0],[6.550000000000001],[59.75],[1.0499999999999998],[121.5],[1.0499999999999998],[121.5],[0.44999999999999996],[109.75],[0.65],[74.25],[802.55],[8.225000000000001],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-06 23:30,24,89.676,9.246395189477898,109.58400000000002,21.132459960922674,114.66,13.5,-62.64,6.840000000000003,-70.344,8.866822655269473,nan,nan,98.47058823529412,17.769014826075008,-68.14285714285714,9.035342849508439,0,5,12,0,3,4,[20000.0],[0.0],[6.476923076923077],[57.46153846153846],[2.207692307692308],[56.84615384615385],[2.207692307692308],[56.84615384615385],[1.6923076923076923],[58.38461538461539],[1.0384615384615385],[80.76923076923077],[794.0923076923077],[7.953846153846153],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 23:45,37,82.88470588235293,17.930206559502768,99.18,21.0492280143477,111.96,0.0,-74.07000000000001,2.804478561158918,-76.25999999999999,5.304827989671298,nan,nan,89.86666666666667,20.64584757819892,-75.384,4.602371562575105,2,8,17,0,1,9,[20000.0],[0.0],[5.86],[59.733333333333334],[2.7266666666666666],[112.6],[2.7266666666666666],[112.6],[2.313333333333333],[16.8],[2.2800000000000002],[15.6],[794.2399999999998],[7.306666666666666],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-06 00:00,23,78.75999999999999,6.567800240567613,107.72999999999999,17.799761234353674,nan,nan,-77.34857142857143,7.1235533440059235,-79.92,2.219189041068828,nan,nan,87.67384615384616,17.496498787542755,-78.12,6.195766296431782,0,7,6,0,7,3,[20000.0],[0.0],[6.353846153846154],[54.69230769230769],[4.1230769230769235],[33.30769230769231],[4.1230769230769235],[33.30769230769231],[3.3307692307692305],[31.53846153846154],[3.1076923076923078],[32.38461538461539],[794.3230769230769],[7.407692307692307],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 00:15,34,84.81176470588235,18.422823515888595,113.25600000000001,11.001166483605271,111.24,11.266907295260753,-65.64,13.342143755783775,-78.33600000000001,5.194988354173667,nan,nan,94.34769230769228,20.900502074884432,-73.575,11.018201985805126,0,8,18,0,6,2,[20000.0],[0.0],[5.5],[61.916666666666664],[4.058333333333333],[235.58333333333334],[4.058333333333333],[235.58333333333334],[3.3666666666666667],[238.5],[3.4000000000000004],[98.75],[794.6083333333332],[5.933333333333334],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-07 00:30,28,82.30153846153847,14.493530570650028,120.24,6.921618307881471,75.24,0.0,-70.92000000000002,4.372184808536802,-87.66,6.913031173081746,nan,nan,93.33,21.53085181779857,-79.29,10.173981521508674,1,5,14,0,5,3,[20000.0],[0.0],[3.863636363636364],[69.63636363636364],[4.363636363636363],[259.1818181818182],[4.363636363636363],[259.1818181818182],[3.8818181818181823],[258.90909090909093],[4.2272727272727275],[131.0909090909091],[794.8818181818183],[6.263636363636365],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-07 00:45,27,77.37428571428572,16.2652766496545,112.31999999999998,10.973801529096466,104.04,0.0,nan,nan,-70.81714285714285,5.562850539287296,nan,nan,87.44399999999999,21.324918382024347,-70.81714285714285,5.562850539287296,0,7,13,0,3,4,[20000.0],[0.0],[3.7533333333333343],[70.46666666666667],[2.906666666666667],[221.2],[2.906666666666667],[221.2],[2.2800000000000002],[190.8],[2.9866666666666664],[228.66666666666666],[794.9666666666668],[6.299999999999999],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 01:00,23,81.92,15.611175484248458,107.7,20.499375600246953,nan,nan,-67.8,6.743530232749015,-71.352,7.262369861140371,nan,nan,92.232,21.767431084076048,-70.02000000000001,7.278323982896063,0,6,9,0,6,2,[20000.0],[0.0],[4.226666666666667],[67.4],[1.5666666666666667],[148.33333333333334],[1.5666666666666667],[148.33333333333334],[1.1466666666666667],[176.13333333333333],[1.2333333333333334],[118.66666666666667],[795.0533333333334],[6.1466666666666665],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 01:15,18,84.19999999999999,12.625054455328103,120.24000000000001,5.759999999999999,81.0,0.0,-69.30000000000001,1.6199999999999974,-75.33,8.019095959021813,nan,nan,89.94,17.59146383903284,-73.32000000000001,7.198999930545906,0,6,6,0,4,2,[20000.0],[0.0],[4.433333333333333],[66.06666666666666],[2.426666666666667],[49.93333333333333],[2.426666666666667],[49.93333333333333],[2.0066666666666664],[30.466666666666665],[1.9733333333333334],[144.93333333333334],[795.0133333333334],[5.7333333333333325],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 01:30,25,82.28,10.932666646340223,110.016,15.220125623660273,64.08,0.0,-59.4,15.019667106830296,-79.92,4.999428538771779,nan,nan,90.31200000000003,19.050709593083404,-73.76400000000001,13.17565573320736,0,6,9,0,3,7,[20000.0],[0.0],[4.413333333333332],[65.46666666666667],[1.1],[143.2],[1.1],[143.2],[0.7333333333333332],[136.73333333333332],[0.8533333333333333],[151.06666666666666],[794.9733333333332],[5.4733333333333345],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 01:45,35,85.28000000000002,14.191434036065562,108.88615384615385,9.946204176206765,113.76,0.0,nan,nan,-78.12,3.6830422207734737,nan,nan,95.76,17.186465605237164,-78.12,3.6830422207734737,3,6,23,0,2,1,[19795.333333333332],[0.0],[4.660000000000001],[64.73333333333333],[1.1533333333333333],[144.66666666666666],[1.1533333333333333],[144.66666666666666],[0.6666666666666667],[134.73333333333332],[0.7599999999999999],[110.93333333333334],[794.9933333333335],[5.293333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 02:00,14,81.85499999999999,19.25490002570774,119.52,0.0,nan,nan,-77.76,0.0,-76.94999999999999,5.0744359292437595,nan,nan,86.03999999999999,21.67188039834107,-77.112,4.550263289085587,0,3,6,0,4,1,[20000.0],[0.0],[4.386666666666667],[64.66666666666667],[1.0333333333333334],[136.46666666666667],[1.0333333333333334],[136.46666666666667],[0.6066666666666667],[95.0],[0.5866666666666666],[145.33333333333334],[795.2200000000004],[4.433333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 02:15,23,90.96000000000001,13.025611693889852,110.7,2.700000000000003,nan,nan,-73.8,0.0,-79.27199999999999,6.561092591939242,nan,nan,93.28235294117648,13.820758270426056,-78.36,6.327084636702753,0,3,14,0,4,2,[20000.0],[0.0],[4.126666666666667],[64.93333333333334],[1.2133333333333334],[207.86666666666667],[1.2133333333333334],[207.86666666666667],[0.8133333333333334],[181.8],[0.66],[113.53333333333333],[795.2266666666666],[4.273333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 02:30,22,83.88,11.200571413994913,104.68799999999999,11.376000000000001,nan,nan,-75.69,10.375793945525324,-79.8,15.543590318842037,nan,nan,90.816,14.93282237221082,-77.45142857142856,13.007667440586646,0,4,11,0,5,2,[20000.0],[0.0],[3.653333333333334],[67.46666666666667],[2.82],[10.266666666666667],[2.82],[10.266666666666667],[2.58],[8.066666666666666],[2.0999999999999996],[100.06666666666666],[795.1466666666669],[4.073333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 02:45,24,73.656,6.14859203395379,96.84,16.22597916922119,70.92,0.0,-75.24,8.564671622426633,-83.88,0.0,nan,nan,78.15599999999999,12.985924071855653,-77.39999999999999,8.307346146634316,2,10,8,0,2,2,[20000.0],[0.0],[3.8133333333333326],[62.266666666666666],[2.7533333333333334],[56.733333333333334],[2.7533333333333334],[56.733333333333334],[2.4066666666666663],[56.8],[2.58],[11.066666666666666],[795.0066666666667],[3.766666666666667],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 03:00,19,83.32,13.646391464412856,105.12,15.401461897217049,nan,nan,-80.28,0.0,-85.68,0.36000000000000654,nan,nan,92.8575,18.04111398306657,-83.88,2.5624987804875143,0,5,11,0,1,2,[20000.0],[0.0],[3.013333333333334],[68.66666666666667],[3.266666666666667],[213.6],[3.266666666666667],[213.6],[2.7600000000000002],[213.46666666666667],[2.726666666666667],[144.0],[795.0200000000002],[2.9333333333333327],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 03:15,26,84.34285714285714,20.184518617909486,96.912,14.680586364311202,109.08,0.0,-84.96,0.0,-76.35000000000001,9.254939221842571,nan,nan,91.08,19.0974956070564,-77.0123076923077,9.183079887108558,0,4,9,0,8,5,[20000.0],[0.0],[2.5933333333333333],[70.06666666666666],[3.019999999999999],[79.06666666666666],[3.019999999999999],[79.06666666666666],[2.693333333333334],[77.93333333333334],[2.5999999999999996],[169.0],[795.1133333333335],[3.1399999999999997],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 03:30,23,84.68,15.955738779511277,92.76,19.11807521692495,nan,nan,-79.92,4.700723348592216,-72.92571428571429,11.261330620621116,nan,nan,86.7,17.162622177278156,-75.4690909090909,10.002880907332697,0,5,7,0,5,6,[20000.0],[0.0],[3.226666666666666],[68.53333333333333],[2.593333333333333],[107.46666666666667],[2.593333333333333],[107.46666666666667],[2.1866666666666665],[105.73333333333333],[2.3533333333333335],[9.066666666666666],[795.1733333333336],[3.3400000000000003],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 03:45,23,85.95692307692308,21.246876832794253,98.39999999999999,12.364076997495612,nan,nan,-74.07000000000001,8.194943562953926,-81.36,6.365657860739926,nan,nan,88.28999999999999,20.470400582304197,-77.19428571428571,8.291970052221533,0,5,11,0,2,5,[20000.0],[0.0],[3.393333333333333],[65.0],[1.8733333333333337],[129.26666666666668],[1.8733333333333337],[129.26666666666668],[1.4133333333333333],[111.06666666666666],[1.646666666666667],[16.4],[795.146666666667],[2.8466666666666662],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 04:00,10,80.00999999999999,20.3158927935742,80.28,0.0,nan,nan,nan,nan,-19.8,0.0,nan,nan,80.04000000000002,19.154195362896353,-19.8,0.0,0,2,7,0,0,1,[20000.0],[0.0],[3.313333333333334],[65.13333333333334],[1.26],[257.93333333333334],[1.26],[257.93333333333334],[0.9],[247.06666666666666],[1.1199999999999999],[181.26666666666668],[795.3333333333333],[2.72],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 04:15,10,94.68,15.394648420798703,109.8,22.263315117026035,nan,nan,-60.35999999999999,19.553741329985932,nan,nan,nan,nan,103.32000000000001,20.994954495919114,-60.35999999999999,19.553741329985932,0,1,6,0,2,1,[20000.0],[0.0],[2.7199999999999998],[65.8],[2.2399999999999998],[52.4],[2.2399999999999998],[52.4],[1.78],[56.4],[0.9800000000000001],[67.0],[795.6800000000001],[1.9],[1.0],[0.0],[0.0],[0.0],[0.82]
2020-01-07 04:30,15,78.23076923076923,9.041867116184886,114.84,0.0,nan,nan,nan,nan,-81.36,0.0,nan,nan,80.84571428571428,12.83779115084262,-81.36,0.0,0,10,4,0,0,1,[20000.0],[0.0],[2.893333333333333],[61.06666666666667],[2.986666666666667],[32.13333333333333],[2.986666666666667],[32.13333333333333],[2.4200000000000004],[31.066666666666666],[2.0533333333333337],[39.733333333333334],[795.453333333333],[2.12],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 04:45,15,90.0,16.947743212593235,118.08,2.1599999999999966,nan,nan,-78.12,3.960000000000001,-84.0,6.5220855560165685,nan,nan,95.616,18.8910493091305,-81.648,6.331907769385146,0,4,6,0,2,3,[20000.0],[0.0],[3.413333333333334],[47.0],[2.4066666666666667],[43.93333333333333],[2.4066666666666667],[43.93333333333333],[1.8866666666666667],[45.333333333333336],[2.326666666666666],[33.93333333333333],[795.3666666666666],[1.7],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-01-07 05:00,20,88.72615384615385,14.948665769359607,110.75999999999999,17.580716708939942,nan,nan,nan,nan,-75.50999999999999,3.0374166655235175,nan,nan,92.85749999999999,17.70529846543119,-75.50999999999999,3.0374166655235175,0,5,11,0,3,1,[20000.0],[0.0],[3.453333333333333],[50.2],[0.8200000000000002],[71.13333333333334],[0.8200000000000002],[71.13333333333334],[0.5933333333333335],[63.86666666666667],[0.8333333333333335],[68.93333333333334],[795.3399999999999],[1.2],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
