时间,15min交通量,15min上行外侧车道速度均值,15min上行外侧车道速度标准差,15min上行中间车道速度均值,15min上行中间车道速度标准差,15min上行内侧车道速度均值,15min上行内侧车道速度标准差,15min下行内侧车道速度均值,15min下行内侧车道速度标准差,15min下行中间车道速度均值,15min下行中间车道速度标准差,15min下行外侧车道速度均值,15min下行外侧车道速度标准差,15min上行速度均值,15min上行速度标准差,15min下行速度均值,15min下行速度标准差,15min 上行大型车数量,15min 上行中型车数量,15min 上行小型车数量,15min 下行大型车数量,15min 下行中型车数量,15min 下行小型车数量,分钟能见度m,降水天气现象,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数
2020-06-01 09:30,10,87.48,19.354813354822102,116.01,5.106260862901542,55.08,0.0,nan,nan,-78.84,0.0,nan,nan,96.56,23.95903169996651,-78.84,0.0,1,1,7,0,0,1,[20000.0],[0.0],[18.720000000000002],[71.53333333333333],[1.0866666666666667],[119.8],[1.0866666666666667],[119.8],[1.04],[153.6],[1.0466666666666666],[196.53333333333333],[795.2466666666667],[24.033333333333335],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 09:45,59,95.01818181818183,14.547590752224744,109.73454545454545,13.58390783486533,101.40000000000002,24.024587405406155,-76.86,3.9804019897492764,-80.46000000000001,9.158799047910156,nan,nan,98.86978723404256,16.342340712233685,-79.26,8.005223294824447,0,22,25,0,11,1,[20000.0],[0.0],[18.64666666666666],[71.53333333333333],[1.2600000000000002],[214.8],[1.2600000000000002],[214.8],[1.2466666666666668],[213.33333333333334],[1.1533333333333333],[242.4],[795.2066666666669],[24.19333333333333],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 10:00,52,88.6176,17.600629370565134,121.968,13.827749491511625,120.77999999999999,31.9544363117236,-82.08,7.614092198023349,-78.48,8.193460807253551,nan,nan,102.35720930232557,26.016879523090065,-80.88000000000001,7.994197895974307,2,13,28,0,5,4,[20000.0],[0.0],[18.900000000000002],[71.8],[1.52],[205.46666666666667],[1.52],[205.46666666666667],[1.4466666666666663],[194.53333333333333],[1.4066666666666665],[193.93333333333334],[795.2666666666664],[25.113333333333333],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 10:15,39,86.48999999999998,15.558446580555525,114.65999999999998,16.14022304678594,102.24,20.09722368885812,-85.8,13.579631806496083,nan,nan,nan,nan,97.63,20.83682077477272,-85.8,13.579631806496083,1,8,27,0,2,1,[19953.066666666666],[0.0],[19.193333333333335],[71.0],[1.3533333333333333],[218.4],[1.3533333333333333],[218.4],[1.2600000000000002],[222.66666666666666],[1.2399999999999998],[222.93333333333334],[795.2200000000001],[25.073333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 10:30,43,90.14400000000002,16.981827463497563,109.1435294117647,14.533447403338466,117.53999999999999,2.3399999999999963,-84.24,13.521183380163139,-87.42,10.031490417679718,nan,nan,101.25529411764705,18.284962679962256,-86.36000000000001,11.413816189163025,0,10,24,0,3,6,[20000.0],[0.0],[19.09333333333333],[71.0],[1.2399999999999998],[191.06666666666666],[1.2399999999999998],[191.06666666666666],[1.3266666666666667],[199.33333333333334],[1.4266666666666665],[193.6],[795.1000000000001],[25.739999999999995],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 10:45,27,86.99999999999999,18.951491761864027,113.83200000000002,9.316699844902164,104.94,19.259999999999998,-74.07,7.479752669707736,-88.2,0.0,nan,nan,94.72909090909091,20.772029906734705,-76.896,8.757994290932142,0,6,16,0,2,3,[20000.0],[0.0],[19.319999999999997],[70.53333333333333],[1.44],[194.06666666666666],[1.44],[194.06666666666666],[1.2533333333333332],[197.13333333333333],[1.1666666666666667],[196.93333333333334],[795.0866666666667],[26.886666666666667],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 11:00,47,92.35636363636364,17.329268605836287,116.19529411764705,14.104483274579986,97.2,20.519999999999996,-73.98,9.505977067087844,-75.6,1.4400000000000048,nan,nan,102.4770731707317,19.96282474805295,-74.52,7.843264626416733,3,8,30,0,5,1,[19872.533333333333],[0.0],[19.55333333333333],[70.2],[1.646666666666667],[205.46666666666667],[1.646666666666667],[205.46666666666667],[1.6466666666666667],[199.86666666666667],[1.5666666666666667],[196.93333333333334],[795.1000000000001],[27.339999999999996],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 11:15,42,84.91499999999999,16.30410301120549,110.80285714285715,15.73043974890332,111.60000000000001,6.031119299101946,-80.208,5.385099441978764,-78.57000000000001,1.1204909638189842,nan,nan,98.32363636363637,20.160147579152866,-79.47999999999999,4.16307578600246,0,11,22,0,8,1,[19746.533333333333],[0.0],[19.626666666666665],[69.86666666666666],[1.7199999999999998],[188.6],[1.7199999999999998],[188.6],[1.5666666666666669],[188.8],[1.6066666666666665],[193.46666666666667],[795.0866666666668],[27.340000000000007],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 11:30,48,93.3495652173913,21.46613338306784,114.48,22.7342209015396,96.36,7.806458864299485,-79.02,3.780000000000001,-86.184,15.666577928826705,nan,nan,101.30048780487805,23.51257576860182,-84.13714285714286,13.779402552138375,0,19,22,0,2,5,[19913.8],[0.0],[19.526666666666667],[70.2],[1.7999999999999998],[193.13333333333333],[1.7999999999999998],[193.13333333333333],[1.833333333333333],[192.53333333333333],[1.8133333333333332],[191.13333333333333],[795.1000000000001],[27.886666666666663],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 11:45,52,95.15172413793105,21.46948918798176,121.056,19.380560982592844,114.55199999999999,22.27629268976326,-86.28000000000002,1.449965516831353,nan,nan,nan,nan,105.06122448979592,24.166979802746123,-86.28000000000002,1.449965516831353,1,12,36,0,3,0,[20000.0],[0.0],[20.220000000000006],[68.66666666666667],[1.2733333333333334],[186.86666666666667],[1.2733333333333334],[186.86666666666667],[1.2266666666666668],[174.53333333333333],[1.386666666666667],[198.0],[795.02],[29.306666666666665],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 12:00,37,97.32705882352941,21.49809177980712,114.912,11.513022887148274,117.53999999999999,12.059999999999995,-70.2,10.946999588928465,-91.25999999999999,0.8999999999999986,nan,nan,104.78482758620692,20.145792513692687,-75.465,13.162096147650646,0,9,20,0,7,1,[19929.266666666666],[0.0],[20.52],[67.13333333333334],[1.4066666666666665],[232.6],[1.4066666666666665],[232.6],[1.3533333333333333],[224.53333333333333],[1.3599999999999999],[216.4],[794.8666666666666],[34.32666666666667],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2020-06-01 12:15,33,99.696,27.915353194971406,122.508,11.340914248860186,116.64,2.519999999999996,-60.12,0.0,-79.91999999999999,6.610682264335504,nan,nan,109.39999999999999,24.512592682129732,-76.61999999999999,9.53244984251163,0,6,21,0,2,4,[19779.8],[0.0],[21.499999999999996],[64.26666666666667],[1.8866666666666665],[201.6],[1.8866666666666665],[201.6],[1.76],[196.73333333333332],[1.4333333333333333],[208.2],[794.7066666666669],[42.31333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
