时间,15min交通量,15min上行外侧车道速度均值,15min上行外侧车道速度标准差,15min上行中间车道速度均值,15min上行中间车道速度标准差,15min上行内侧车道速度均值,15min上行内侧车道速度标准差,15min下行内侧车道速度均值,15min下行内侧车道速度标准差,15min下行中间车道速度均值,15min下行中间车道速度标准差,15min下行外侧车道速度均值,15min下行外侧车道速度标准差,15min上行速度均值,15min上行速度标准差,15min下行速度均值,15min下行速度标准差,15min 上行大型车数量,15min 上行中型车数量,15min 上行小型车数量,15min 下行大型车数量,15min 下行中型车数量,15min 下行小型车数量,分钟能见度m,降水天气现象,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数
2019-09-06 17:30,23,80.67272727272726,20.333673410875992,106.11000000000001,21.44173267252439,nan,nan,-71.76,8.336330127820036,-86.76,0.0,nan,nan,91.38315789473683,24.303898117625316,-75.51,9.711246058050433,0,10,9,0,4,0,[20000.0],[0.0],[25.05333333333333],[57.93333333333333],[2.033333333333333],[185.4],[2.033333333333333],[185.4],[1.4200000000000004],[183.4],[1.4533333333333331],[176.13333333333333],[789.7999999999997],[40.63333333333334],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 17:45,41,86.63999999999999,16.79252895103738,116.69538461538461,19.978613417423144,120.06,7.740000000000002,-72.81,4.825712382643628,-95.04,0.0,nan,nan,99.35000000000001,23.20914259510678,-77.256,9.884212866991486,1,14,21,0,4,1,[19834.533333333333],[0.0],[24.586666666666666],[64.73333333333333],[2.1066666666666665],[284.0],[2.1066666666666665],[284.0],[1.3133333333333332],[293.4],[1.3133333333333335],[255.4],[789.8333333333333],[38.03999999999999],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 18:00,53,88.99448275862069,20.705127731739157,98.85000000000001,21.818127784024,115.07999999999998,20.867237478880618,-84.87,9.790990756813121,-73.08,6.480000000000004,nan,nan,94.8408510638298,22.784477716366577,-80.94,10.430512930819846,1,12,34,0,2,4,[17770.2],[0.0],[23.80666666666667],[69.4],[1.7466666666666666],[268.46666666666664],[1.7466666666666666],[268.46666666666664],[1.1133333333333333],[236.53333333333333],[1.0599999999999998],[302.93333333333334],[789.8866666666665],[36.74666666666666],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 18:15,42,94.6,20.3698208141358,123.12000000000002,11.738830668109387,123.48,0.0,-75.672,5.54633716970038,-78.48,5.652933498888624,nan,nan,106.02,22.251135701352418,-77.31,5.777084039547981,0,10,20,0,6,6,[19810.615384615383],[0.0],[22.807692307692307],[70.6923076923077],[4.3],[167.30769230769232],[4.3],[167.30769230769232],[3.207692307692308],[167.07692307692307],[2.5384615384615383],[212.84615384615384],[790.0153846153846],[35.04615384615385],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 18:30,28,86.53846153846153,15.403844598098454,116.12000000000002,13.19575689378976,nan,nan,-80.28,6.807713272457939,-82.08,0.0,nan,nan,98.64,20.56645459347465,-80.58,6.250663964732065,0,7,15,0,3,3,[19934.636363636364],[0.0],[21.863636363636367],[73.27272727272727],[3.9545454545454546],[121.54545454545455],[3.9545454545454546],[121.54545454545455],[2.9909090909090907],[124.54545454545455],[3.527272727272727],[127.9090909090909],[790.1545454545455],[34.772727272727266],[1.0],[0.0],[0.0],[0.0],[0.82]
2019-09-06 18:45,34,79.515,17.907003518176904,116.73,14.846181327196565,127.53,12.948432337545736,-70.704,7.679399976560668,-83.52,0.0,nan,nan,97.00714285714285,26.253300317312878,-72.83999999999999,8.482735407874042,0,10,18,0,4,2,[19206.933333333334],[0.0],[22.259999999999998],[70.8],[2.9400000000000004],[105.93333333333334],[2.9400000000000004],[105.93333333333334],[2.246666666666667],[108.66666666666667],[2.6933333333333334],[104.53333333333333],[790.2799999999999],[34.78666666666666],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 19:00,27,98.07000000000001,17.613321662877787,116.325,14.753893553906375,133.2,0.0,-79.92,7.192796396395493,-79.92,0.0,nan,nan,106.69714285714285,19.27404599401983,-79.92,6.566094729746137,0,7,14,0,4,2,[18957.928571428572],[0.0],[21.442857142857143],[77.07142857142857],[4.021428571428571],[160.57142857142858],[4.021428571428571],[160.57142857142858],[2.978571428571429],[108.28571428571429],[2.585714285714286],[16.785714285714285],[790.3999999999999],[32.47857142857143],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 19:15,44,91.11999999999999,19.971579807316196,108.16000000000001,15.15245194679726,120.48,5.422619293293599,-64.8,18.0,-84.36,4.92146319705837,nan,nan,101.24307692307693,19.7526081567494,-76.53600000000002,15.36082497784543,0,13,26,0,2,3,[19774.466666666667],[0.0],[20.90666666666667],[79.0],[3.933333333333333],[49.06666666666667],[3.933333333333333],[49.06666666666667],[2.8400000000000003],[22.2],[2.82],[18.133333333333333],[790.4133333333332],[31.960000000000004],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 19:30,34,85.15058823529411,17.303418387395983,96.55199999999999,12.624456265518925,118.8,1.787959731090158,-68.03999999999999,1.0800000000000054,-77.91428571428571,6.832842657014004,nan,nan,91.46880000000002,18.91584570036455,-75.72,7.30917231976371,0,8,17,1,4,4,[19773.066666666666],[0.0],[20.893333333333334],[78.06666666666666],[3.28],[49.8],[3.28],[49.8],[2.606666666666667],[22.666666666666668],[2.733333333333333],[21.733333333333334],[790.5400000000002],[31.44],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
2019-09-06 19:45,44,94.03200000000001,20.32760330191437,106.08,14.95047825321986,96.71999999999998,14.890641356234461,-72.89999999999999,4.8243134226540505,-79.8,7.924544150927544,nan,nan,97.6725,19.239473582975183,-76.35,7.412064489735636,0,6,26,0,4,8,[19519.266666666666],[0.0],[21.15333333333333],[76.2],[2.033333333333333],[37.46666666666667],[2.033333333333333],[37.46666666666667],[1.52],[40.53333333333333],[1.78],[35.46666666666667],[790.7333333333331],[31.220000000000006],[1.0],[0.0],[0.0],[0.0],[0.8200000000000001]
